EM_ID,Recency,Frequency,Monetary,F,R,M,RFM Score,Segment
48574240,596,3,667,2,2,4,224,hibernating
48574432,320,2,438,2,3,4,324,about to sleep
48578808,327,7,1139,3,3,5,335,need attention
48579072,991,2,550,2,1,4,124,hibernating
48579480,162,13,4508,4,4,5,445,loyal customers
48579840,301,2,624,2,3,4,324,about to sleep
48580080,214,11,3558,4,3,5,345,loyal customers
48580816,546,1,279,1,2,3,213,hibernating
48580912,526,3,607,2,2,4,224,hibernating
48581392,200,4,946,3,3,5,335,need attention
48581560,979,1,650,1,1,4,114,hibernating
48582448,321,2,607,2,3,4,324,about to sleep
48582856,28,2,1308,2,5,5,525,potential loyalists
48583072,15,3,867,2,5,5,525,potential loyalists
48583144,796,1,494,1,1,4,114,hibernating
48583408,62,2,1205,2,5,5,525,potential loyalists
48583600,357,6,1740,3,3,5,335,need attention
48583648,40,1,836,1,5,5,515,new customers
48584008,684,3,833,2,2,5,225,hibernating
48584104,54,4,1686,3,5,5,535,potential loyalists
48584296,53,1,279,1,5,3,513,new customers
48584488,981,1,279,1,1,3,113,hibernating
48584680,382,3,837,2,2,5,225,hibernating
48585424,217,9,4768,4,3,5,345,loyal customers
48585568,22,11,9352,4,5,5,545,champions
48585760,1035,2,558,2,1,4,124,hibernating
48585904,34,9,3940,4,5,5,545,champions
48585928,113,15,1879,4,4,5,445,loyal customers
48585976,160,2,558,2,4,4,424,potential loyalists
48586192,1035,1,225,1,1,3,113,hibernating
48586288,41,18,5176,5,5,5,555,champions
48586504,20,2,378,2,5,4,524,potential loyalists
48586864,152,5,1727,3,4,5,435,potential loyalists
48587368,480,1,199,1,2,3,213,hibernating
48587488,714,2,469,2,2,4,224,hibernating
48587656,242,2,174,2,3,3,323,about to sleep
48588233,155,3,2119,2,4,5,425,potential loyalists
48588545,40,2,628,2,5,4,524,potential loyalists
48588689,110,13,8194,4,4,5,445,loyal customers
48589001,243,1,359,1,3,4,314,about to sleep
48589746,211,4,1436,3,3,5,335,need attention
48589794,39,40,8636,5,5,5,555,champions
48589962,448,6,1444,3,2,5,235,at risk
48590010,735,3,833,2,1,5,125,hibernating
48590130,229,11,5469,4,3,5,345,loyal customers
48590490,14,3,707,2,5,4,524,potential loyalists
48590610,931,1,229,1,1,3,113,hibernating
48592026,272,1,239,1,3,3,313,about to sleep
48592266,284,3,817,2,3,5,325,about to sleep
48592410,330,2,1208,2,3,5,325,about to sleep
48592458,5,2,298,2,5,3,523,potential loyalists
48592626,484,4,1012,3,2,5,235,at risk
48592962,98,10,4435,4,4,5,445,loyal customers
48593082,817,1,349,1,1,4,114,hibernating
48593394,354,1,279,1,3,3,313,about to sleep
48593562,320,2,398,2,3,4,324,about to sleep
48593658,40,13,11701,4,5,5,545,champions
48593778,522,1,349,1,2,4,214,hibernating
48594546,21,18,11318,5,5,5,555,champions
48594786,413,3,2467,2,2,5,225,hibernating
48595050,1082,1,150,1,1,3,113,hibernating
48596083,14,22,7032,5,5,5,555,champions
48597067,785,2,1659,2,1,5,125,hibernating
48597091,1016,1,225,1,1,3,113,hibernating
48597187,573,5,1617,3,2,5,235,at risk
48597235,39,5,1709,3,5,5,535,potential loyalists
48598123,691,3,607,2,2,4,224,hibernating
48598243,994,1,35,1,1,1,111,hibernating
48598267,249,9,1063,4,3,5,345,loyal customers
48598507,67,15,12266,4,5,5,545,champions
48598675,341,1,279,1,3,3,313,about to sleep
48598723,921,1,279,1,1,3,113,hibernating
48599011,104,4,1932,3,4,5,435,potential loyalists
48599875,928,1,479,1,1,4,114,hibernating
48600043,103,1,59,1,4,2,412,promising
48600499,36,13,621,4,5,4,544,champions
48600643,663,4,1028,3,2,5,235,at risk
48600835,123,2,438,2,4,4,424,potential loyalists
48600859,403,3,1119,2,2,5,225,hibernating
48601147,22,5,2017,3,5,5,535,potential loyalists
48601963,293,7,551,3,3,4,334,need attention
48602323,768,3,105,2,1,2,122,hibernating
48602371,834,1,70,1,1,2,112,hibernating
48602635,14,5,1934,3,5,5,535,potential loyalists
48602899,105,2,1028,2,4,5,425,potential loyalists
48603019,616,7,2153,3,2,5,235,at risk
48604243,316,3,2156,2,3,5,325,about to sleep
48604579,571,1,1049,1,2,5,215,hibernating
48604963,483,15,5167,4,2,5,245,at risk
48606067,235,2,274,2,3,3,323,about to sleep
48606307,923,1,279,1,1,3,113,hibernating
48607195,320,2,877,2,3,5,325,about to sleep
48607243,216,10,3289,4,3,5,345,loyal customers
48608203,588,1,299,1,2,3,213,hibernating
48608275,43,3,1568,2,5,5,525,potential loyalists
48608299,270,3,1217,2,3,5,325,about to sleep
48608995,96,11,4378,4,4,5,445,loyal customers
48609163,153,1,418,1,4,4,414,promising
48609307,237,6,3925,3,3,5,335,need attention
48609739,91,13,5933,4,4,5,445,loyal customers
48609811,201,2,698,2,3,4,324,about to sleep
48610171,428,1,279,1,2,3,213,hibernating
48610291,84,6,3414,3,5,5,535,potential loyalists
48610651,403,2,478,2,2,4,224,hibernating
48610723,35,1,279,1,5,3,513,new customers
48610771,341,2,888,2,3,5,325,about to sleep
48610939,893,2,818,2,1,5,125,hibernating
48611323,1028,2,688,2,1,4,124,hibernating
48611515,567,4,1116,3,2,5,235,at risk
48611827,350,3,686,2,3,4,324,about to sleep
48611923,99,12,1568,4,4,5,445,loyal customers
48612259,337,1,349,1,3,4,314,about to sleep
48613291,174,4,1182,3,4,5,435,potential loyalists
48613699,363,1,369,1,3,4,314,about to sleep
48613819,32,5,1889,3,5,5,535,potential loyalists
48614563,349,5,1775,3,3,5,335,need attention
48614707,683,3,628,2,2,4,224,hibernating
48614947,456,4,1308,3,2,5,235,at risk
48614971,196,1,59,1,3,2,312,about to sleep
48615451,232,4,2246,3,3,5,335,need attention
48615595,62,2,3475,2,5,5,525,potential loyalists
48615883,50,8,3528,4,5,5,545,champions
48616867,979,1,279,1,1,3,113,hibernating
48616915,242,1,59,1,3,2,312,about to sleep
48616939,763,1,279,1,1,3,113,hibernating
48617828,307,6,2955,3,3,5,335,need attention
48618020,424,5,1951,3,2,5,235,at risk
48618236,1078,1,275,1,1,3,113,hibernating
48618548,407,9,6471,4,2,5,245,at risk
48618740,421,1,349,1,2,4,214,hibernating
48618764,300,3,942,2,3,5,325,about to sleep
48619100,20,1,289,1,5,3,513,new customers
48619364,314,1,99,1,3,2,312,about to sleep
48619580,232,2,428,2,3,4,324,about to sleep
48619820,60,2,538,2,5,4,524,potential loyalists
48619988,719,1,279,1,2,3,213,hibernating
48620036,18,8,3308,4,5,5,545,champions
48620444,999,1,279,1,1,3,113,hibernating
48620852,236,2,1168,2,3,5,325,about to sleep
48621980,235,1,59,1,3,2,312,about to sleep
48622340,621,1,49,1,2,1,211,hibernating
48622436,636,3,1377,2,2,5,225,hibernating
48622652,220,4,1042,3,3,5,335,need attention
48622940,21,25,8371,5,5,5,555,champions
48623012,432,1,279,1,2,3,213,hibernating
48623084,403,1,99,1,2,2,212,hibernating
48623204,238,1,279,1,3,3,313,about to sleep
48623444,315,8,4054,4,3,5,345,loyal customers
48623828,105,7,3863,3,4,5,435,potential loyalists
48623924,113,4,1236,3,4,5,435,potential loyalists
48624020,15,3,837,2,5,5,525,potential loyalists
48624116,266,1,349,1,3,4,314,about to sleep
48624164,823,2,1198,2,1,5,125,hibernating
48624260,13,18,5992,5,5,5,555,champions
48625676,280,2,1648,2,3,5,325,about to sleep
48626180,42,5,1930,3,5,5,535,potential loyalists
48626396,179,2,643,2,4,4,424,potential loyalists
48626468,70,7,2602,3,5,5,535,potential loyalists
48627428,694,1,99,1,2,2,212,hibernating
48627716,951,2,310,2,1,4,124,hibernating
48628124,1021,2,3300,2,1,5,125,hibernating
48628196,328,1,349,1,3,4,314,about to sleep
48628364,270,2,628,2,3,4,324,about to sleep
48628460,281,3,1587,2,3,5,325,about to sleep
48628484,70,1,59,1,5,2,512,new customers
48628532,288,5,2380,3,3,5,335,need attention
48628700,181,4,1621,3,3,5,335,need attention
48629397,14,5,2620,3,5,5,535,potential loyalists
48629445,203,7,2388,3,3,5,335,need attention
48629613,221,3,1457,2,3,5,325,about to sleep
48630237,478,1,279,1,2,3,213,hibernating
48630357,104,7,3791,3,4,5,435,potential loyalists
48631006,36,1,47,1,5,1,511,new customers
48631654,83,1,349,1,5,4,514,new customers
48631870,889,1,279,1,1,3,113,hibernating
48632158,32,3,788,2,5,4,524,potential loyalists
48632638,28,8,1364,4,5,5,545,champions
48632758,414,6,2567,3,2,5,235,at risk
48633358,194,5,3573,3,3,5,335,need attention
48633502,266,4,1402,3,3,5,335,need attention
48633958,433,1,279,1,2,3,213,hibernating
48633982,615,4,2188,3,2,5,235,at risk
48634006,215,6,3454,3,3,5,335,need attention
48634126,312,4,1432,3,3,5,335,need attention
48634270,1050,1,500,1,1,4,114,hibernating
48634774,589,1,99,1,2,2,212,hibernating
48636046,78,1,349,1,5,4,514,new customers
48636286,838,5,1608,3,1,5,135,at risk
48636502,638,1,349,1,2,4,214,hibernating
48636550,265,15,1643,4,3,5,345,loyal customers
48636934,1051,3,105,2,1,2,122,hibernating
48637078,348,2,558,2,3,4,324,about to sleep
48637198,502,1,349,1,2,4,214,hibernating
48637510,887,1,279,1,1,3,113,hibernating
48637582,439,5,1945,3,2,5,235,at risk
48637702,64,12,5038,4,5,5,545,champions
48637870,622,2,624,2,2,4,224,hibernating
48638014,385,1,279,1,2,3,213,hibernating
48638158,301,3,1753,2,3,5,325,about to sleep
48638230,823,1,279,1,1,3,113,hibernating
48638758,433,3,3147,2,2,5,225,hibernating
48639334,357,1,349,1,3,4,314,about to sleep
48639478,116,2,488,2,4,4,424,potential loyalists
48639766,35,8,670,4,5,4,544,champions
48639838,659,38,3774,5,2,5,255,can't loose
48640126,558,5,203,3,2,3,233,at risk
48640606,804,1,638,1,1,4,114,hibernating
48641038,62,2,448,2,5,4,524,potential loyalists
48641470,174,11,3819,4,4,5,445,loyal customers
48641998,271,1,309,1,3,4,314,about to sleep
48642718,111,18,6963,5,4,5,455,loyal customers
48643103,790,1,69,1,1,2,112,hibernating
48643223,271,1,279,1,3,3,313,about to sleep
48643463,1064,2,600,2,1,4,124,hibernating
48643775,713,1,69,1,2,2,212,hibernating
48643799,564,3,3074,2,2,5,225,hibernating
48643823,533,3,833,2,2,5,225,hibernating
48644039,4,1,299,1,5,3,513,new customers
48644399,224,4,1246,3,3,5,335,need attention
48644831,313,1,279,1,3,3,313,about to sleep
48644951,449,2,768,2,2,4,224,hibernating
48645215,29,44,4099,5,5,5,555,champions
48645383,312,4,1758,3,3,5,335,need attention
48645551,202,1,239,1,3,3,313,about to sleep
48645599,44,1,349,1,5,4,514,new customers
48645647,551,5,1395,3,2,5,235,at risk
48645887,37,5,1097,3,5,5,535,potential loyalists
48645983,271,2,378,2,3,4,324,about to sleep
48646559,263,2,837,2,3,5,325,about to sleep
48646583,1047,1,225,1,1,3,113,hibernating
48647087,83,10,3519,4,5,5,545,champions
48647639,106,11,5296,4,4,5,445,loyal customers
48647759,831,4,2202,3,1,5,135,at risk
48648575,230,4,1326,3,3,5,335,need attention
48648815,643,1,199,1,2,3,213,hibernating
48648863,54,6,2430,3,5,5,535,potential loyalists
48649535,568,2,528,2,2,4,224,hibernating
48649655,183,3,1217,2,3,5,325,about to sleep
48649751,95,5,1654,3,4,5,435,potential loyalists
48649775,663,2,528,2,2,4,224,hibernating
48649895,69,7,2404,3,5,5,535,potential loyalists
48649967,98,6,1470,3,4,5,435,potential loyalists
48650063,686,2,788,2,2,4,224,hibernating
48650087,972,1,279,1,1,3,113,hibernating
48650471,497,2,987,2,2,5,225,hibernating
48650639,536,1,49,1,2,1,211,hibernating
48650783,840,4,624,3,1,4,134,at risk
48651167,20,10,6169,4,5,5,545,champions
48651503,434,2,674,2,2,4,224,hibernating
48651719,209,8,2183,4,3,5,345,loyal customers
48652007,97,9,649,4,4,4,444,loyal customers
48652031,302,4,1542,3,3,5,335,need attention
48652727,784,1,349,1,1,4,114,hibernating
48652871,85,1,349,1,5,4,514,new customers
48653471,228,1,279,1,3,3,313,about to sleep
48653736,328,8,2993,4,3,5,345,loyal customers
48653760,141,7,1529,3,4,5,435,potential loyalists
48654096,19,10,4906,4,5,5,545,champions
48654720,117,23,7258,5,4,5,455,loyal customers
48654768,1065,1,900,1,1,5,115,hibernating
48655464,225,2,328,2,3,4,324,about to sleep
48655920,188,6,1394,3,3,5,335,need attention
48656376,466,2,558,2,2,4,224,hibernating
48656448,320,4,1566,3,3,5,335,need attention
48656496,572,3,2507,2,2,5,225,hibernating
48656592,393,4,1326,3,2,5,235,at risk
48656856,12,9,11621,4,5,5,545,champions
48657024,315,10,3132,4,3,5,345,loyal customers
48657120,36,9,3205,4,5,5,545,champions
48657360,46,2,418,2,5,4,524,potential loyalists
48657672,127,6,4185,3,4,5,435,potential loyalists
48657792,13,17,2582,5,5,5,555,champions
48658536,344,1,239,1,3,3,313,about to sleep
48659167,692,1,279,1,2,3,213,hibernating
48659599,363,2,867,2,3,5,325,about to sleep
48660248,949,1,279,1,1,3,113,hibernating
48660464,35,5,1751,3,5,5,535,potential loyalists
48660488,49,7,2193,3,5,5,535,potential loyalists
48660536,57,10,4157,4,5,5,545,champions
48660848,60,4,3353,3,5,5,535,potential loyalists
48660944,62,8,3008,4,5,5,545,champions
48661104,403,1,49,1,2,1,211,hibernating
48661440,641,3,966,2,2,5,225,hibernating
48661536,132,1,279,1,4,3,413,promising
48661872,313,6,2384,3,3,5,335,need attention
48662880,173,3,637,2,4,4,424,potential loyalists
48663144,796,2,70,2,1,2,122,hibernating
48664320,175,2,588,2,4,4,424,potential loyalists
48664608,243,2,678,2,3,4,324,about to sleep
48664968,4,26,7524,5,5,5,555,champions
48665520,727,6,1922,3,2,5,235,at risk
48665952,217,1,279,1,3,3,313,about to sleep
48666144,27,14,4418,4,5,5,545,champions
48666480,302,1,819,1,3,5,315,about to sleep
48666600,218,2,649,2,3,4,324,about to sleep
48666816,144,3,1007,2,4,5,425,potential loyalists
48666864,12,8,4432,4,5,5,545,champions
48667224,236,2,1638,2,3,5,325,about to sleep
48667896,970,1,428,1,1,4,114,hibernating
48668088,473,2,788,2,2,4,224,hibernating
48668160,588,2,558,2,2,4,224,hibernating
48668208,36,2,378,2,5,4,524,potential loyalists
48668640,244,1,239,1,3,3,313,about to sleep
48669624,118,5,1575,3,4,5,435,potential loyalists
48671357,722,8,3391,4,2,5,245,at risk
48671381,966,2,998,2,1,5,125,hibernating
48671813,411,5,1544,3,2,5,235,at risk
48672389,319,7,2620,3,3,5,335,need attention
48672485,411,11,4113,4,2,5,245,at risk
48672749,215,4,3426,3,3,5,335,need attention
48673805,266,1,349,1,3,4,314,about to sleep
48675173,582,1,99,1,2,2,212,hibernating
48675317,204,3,976,2,3,5,325,about to sleep
48675533,26,1,259,1,5,3,513,new customers
48676085,488,8,3170,4,2,5,245,at risk
48676133,207,6,2710,3,3,5,335,need attention
48677357,216,3,997,2,3,5,325,about to sleep
48677477,95,2,558,2,4,4,424,potential loyalists
48677741,251,7,1209,3,3,5,335,need attention
48678053,537,2,929,2,2,5,225,hibernating
48679925,39,2,390,2,5,4,524,potential loyalists
48680885,424,1,729,1,2,4,214,hibernating
48681605,383,1,627,1,2,4,214,hibernating
48682157,392,3,1788,2,2,5,225,hibernating
48682181,69,3,618,2,5,4,524,potential loyalists
48682229,84,1,418,1,5,4,514,new customers
48682469,525,10,5028,4,2,5,245,at risk
48682493,33,13,9103,4,5,5,545,champions
48682829,179,2,118,2,4,3,423,potential loyalists
48683549,713,1,279,1,2,3,213,hibernating
48683621,319,6,4144,3,3,5,335,need attention
48683741,27,6,3187,3,5,5,535,potential loyalists
48683885,385,5,1395,3,2,5,235,at risk
48684053,987,1,279,1,1,3,113,hibernating
48684149,266,4,2605,3,3,5,335,need attention
48684269,147,1,239,1,4,3,413,promising
48684293,954,3,657,2,1,4,124,hibernating
48685039,21,5,6542,3,5,5,535,potential loyalists
48685087,104,14,2176,4,4,5,445,loyal customers
48685135,56,3,1487,2,5,5,525,potential loyalists
48686095,943,2,554,2,1,4,124,hibernating
48686911,306,2,1318,2,3,5,325,about to sleep
48686959,266,11,4526,4,3,5,345,loyal customers
48687055,825,1,70,1,1,2,112,hibernating
48687343,189,3,707,2,3,4,324,about to sleep
48687703,216,4,1116,3,3,5,335,need attention
48688399,771,1,659,1,1,4,114,hibernating
48688759,845,3,105,2,1,2,122,hibernating
48689143,686,1,1829,1,2,5,215,hibernating
48691207,217,1,99,1,3,2,312,about to sleep
48691399,768,5,10998,3,1,5,135,at risk
48691663,713,1,349,1,2,4,214,hibernating
48691759,299,1,99,1,3,2,312,about to sleep
48692263,194,6,3694,3,3,5,335,need attention
48692335,27,1,629,1,5,4,514,new customers
48693008,27,3,687,2,5,4,524,potential loyalists
48693032,942,2,489,2,1,4,124,hibernating
48693560,228,1,59,1,3,2,312,about to sleep
48693848,830,1,109,1,1,3,113,hibernating
48694328,470,1,99,1,2,2,212,hibernating
48695072,788,1,279,1,1,3,113,hibernating
48695552,20,1,99,1,5,2,512,new customers
48696416,482,2,558,2,2,4,224,hibernating
48696536,147,8,2178,4,4,5,445,loyal customers
48696728,889,1,35,1,1,1,111,hibernating
48696776,75,4,2511,3,5,5,535,potential loyalists
48696968,763,1,479,1,1,4,114,hibernating
48697112,29,13,3885,4,5,5,545,champions
48698240,106,3,997,2,4,5,425,potential loyalists
48698528,592,1,99,1,2,2,212,hibernating
48698696,74,47,15593,5,5,5,555,champions
48698960,91,8,1738,4,4,5,445,loyal customers
48698984,553,1,349,1,2,4,214,hibernating
48699099,930,4,1104,3,1,5,135,at risk
48699795,83,7,3401,3,5,5,535,potential loyalists
48700299,1058,1,650,1,1,4,114,hibernating
48700419,875,6,210,3,1,3,133,at risk
48700443,8,1,369,1,5,4,514,new customers
48700971,168,4,1146,3,4,5,435,potential loyalists
48700995,258,1,99,1,3,2,312,about to sleep
48701643,439,1,279,1,2,3,213,hibernating
48701931,795,2,388,2,1,4,124,hibernating
48701955,911,2,554,2,1,4,124,hibernating
48702003,339,2,833,2,3,5,325,about to sleep
48702627,105,1,349,1,4,4,414,promising
48702723,844,1,279,1,1,3,113,hibernating
48702867,253,1,99,1,3,2,312,about to sleep
48703107,284,2,677,2,3,4,324,about to sleep
48703371,120,13,6145,4,4,5,445,loyal customers
48703491,106,5,1194,3,4,5,435,potential loyalists
48703563,715,2,684,2,2,4,224,hibernating
48703827,110,5,1436,3,4,5,435,potential loyalists
48704043,1037,1,409,1,1,4,114,hibernating
48704213,524,7,3104,3,2,5,235,at risk
48704357,200,6,1670,3,3,5,335,need attention
48704381,414,6,1629,3,2,5,235,at risk
48704429,78,3,977,2,5,5,525,potential loyalists
48704960,438,2,398,2,2,4,224,hibernating
48705272,43,1,158,1,5,3,513,new customers
48705392,531,1,788,1,2,4,214,hibernating
48705440,181,6,6666,3,3,5,335,need attention
48705524,258,6,1090,3,3,5,335,need attention
48705812,11,14,4844,4,5,5,545,champions
48706076,709,6,1961,3,2,5,235,at risk
48706364,20,12,10489,4,5,5,545,champions
48706629,197,6,3725,3,3,5,335,need attention
48706725,533,15,6528,4,2,5,245,at risk
48706893,96,1,279,1,4,3,413,promising
48706965,321,3,1787,2,3,5,325,about to sleep
48707493,36,1,99,1,5,2,512,new customers
48707685,82,25,2070,5,5,5,555,champions
48708117,1085,1,195,1,1,3,113,hibernating
48708237,243,6,2115,3,3,5,335,need attention
48708717,300,3,1159,2,3,5,325,about to sleep
48708741,403,1,99,1,2,2,212,hibernating
48709005,293,1,309,1,3,4,314,about to sleep
48709197,448,1,349,1,2,4,214,hibernating
48709389,4,6,3133,3,5,5,535,potential loyalists
48709869,34,1,819,1,5,5,515,new customers
48710157,39,6,1562,3,5,5,535,potential loyalists
48710229,547,1,659,1,2,4,214,hibernating
48710786,894,1,349,1,1,4,114,hibernating
48710930,14,6,1806,3,5,5,535,potential loyalists
48711098,120,9,3463,4,4,5,445,loyal customers
48711314,119,1,659,1,4,4,414,promising
48711626,817,1,659,1,1,4,114,hibernating
48711722,407,3,2877,2,2,5,225,hibernating
48712010,3,21,6204,5,5,5,555,champions
48712034,119,8,3270,4,4,5,445,loyal customers
48712562,223,3,693,2,3,4,324,about to sleep
48712970,284,13,5732,4,3,5,345,loyal customers
48713210,749,3,1757,2,1,5,125,hibernating
48713426,588,1,99,1,2,2,212,hibernating
48713474,127,1,279,1,4,3,413,promising
48713762,1048,1,35,1,1,1,111,hibernating
48714074,78,5,3555,3,5,5,535,potential loyalists
48714794,36,9,2451,4,5,5,545,champions
48715202,32,15,763,4,5,4,544,champions
48715394,650,2,1067,2,2,5,225,hibernating
48715490,83,5,1434,3,5,5,535,potential loyalists
48715706,243,4,1116,3,3,5,335,need attention
48716834,256,1,279,1,3,3,313,about to sleep
48717435,106,3,833,2,4,5,425,potential loyalists
48717579,799,2,558,2,1,4,124,hibernating
48717795,11,4,1723,3,5,5,535,potential loyalists
48717819,41,8,3571,4,5,5,545,champions
48718011,783,1,349,1,1,4,114,hibernating
48718131,523,2,1098,2,2,5,225,hibernating
48718251,271,5,2361,3,3,5,335,need attention
48718515,243,2,767,2,3,4,324,about to sleep
