ID_NORM;NOMBRE_NORM
3123_046574a1-9bb3-4a80-8a7b-83dc7db1dae2;Capataz de construcción
3341_30ca97f4-a4fd-4189-a781-ac08f6b09b78;Analista de datos en centro de llamadas
8342_426c8cca-31f7-4a88-af60-6f5365ab3a62;Operador de motoniveladora/Operadora de motoniveladora
1219_1313aeea-63a9-4b4d-82d1-dbe00ff9ed10;Gerente de responsabilidad social empresarial
8160_f4e0016b-29fa-48ac-b98d-364c658f8aed;Mezclador de licores/Mezcladora de licores
2145_ec21ce88-ce14-49b6-be0a-cc53cf5a3a67;Ingeniero químico/Ingeniera química
3521_061f56c6-36eb-4aa7-b5ef-98b7a569da1c;Operador de vídeo/Operadora de vídeo
7318_8b97d85f-4a7a-4908-aa72-9c947c0cb0cd;Operario artesano de alfombras/Operaria artesana de alfombras
3111_184e59d7-5646-4fe4-9059-46867ff09574;Técnico de protección radiológica/Técnica de protección radiológica
8160_beacd3d6-e414-42ea-baf9-3ddc34fc143a;Destilador/destiladora de levadura
1345_2c1ed9dd-9799-4882-8bfa-40b841f7d4a1;Director de centro de enseñanza superior/Director de centro de enseñanza superior
8181_5c4ba833-da16-4bd0-a4b2-c08a2eaf5884;Operador de horno de esmaltes, barnices y vidriados/Operadora de horno de esmaltes, barnices y vidriados
2351_5a282a39-5346-454a-b1ef-c1217c50e156;Investigador en ciencias de la educación/Investigadora en ciencias de la educación
8143_fc9a86ec-7ad5-4ccb-a08f-1e369197e14a;Montador de productos de cartón/Montadora de productos de cartón
5419_4cbe5a17-056c-489a-9f10-f9d816905000;Guardia urbano/Guardia urbana
2612_353c19d6-62d6-4dfc-85e9-f59d219d457c;Juez del Tribunal Supremo/Jueza del Tribunal Supremo
1420_d8e5410b-5199-403f-8cbd-d32efb17a296;Gerente de tienda de ordenadores
3132_d99e2022-cbe1-4aaa-8f9d-7db129d61f0c;Técnico de planta de tratamiento de aguas residuales/Técnica de planta de tratamiento de aguas residuales
8331_3a15ec1b-9250-41a0-9344-feb2956481b7;Conductor de trolebús/Conductora de trolebús
1420_5779aa3b-b32f-42f7-9581-ef5ce2092621;Gerente de carnicería y tienda de productos cárnicos
4312_fd0801c9-809a-4cfd-98ed-6c5860c163f2;Empleado administrativo del sector de inversión/Empleada administrativa del sector de inversión
9622_f4a25243-b06a-42a9-9c69-246853df63ad;Empleado de mantenimiento/Empleada de mantenimiento
3324_e4cdfa86-c3b1-41f1-a4e2-384c73d03bd3;Operador en materias primas/Operadora en materias primas
2330_5efb2c08-ba3a-4659-a2e4-1883f54e77b6;Profesor de educación secundaria y bachillerato/Profesora de educación secundaria y bachillerato
8151_4c86c7c1-0839-456e-856f-65396d1f39d7;Operador de máquina bobinadora de fibras textiles/Operadora de máquina bobinadora de fibras textiles
6112_1fc60ca6-c3ea-4aeb-bf3b-350c0c5e7f93;Operador de máquinas de vendimia/Operadora de máquinas de vendimia
5222_bdfb48e0-79dc-4b63-8470-db2e03b37326;Supervisor de tienda/Supervisora de tienda
5162_d5954a2b-a525-45b7-b6d9-b62efafc6c78;Cuidador/Cuidadora
1420_8bbac392-3d62-4c46-a56e-3f244fdda216;Gerente de ortopedia
3412_1f5932eb-b36d-44e1-a063-7aa9e228af51;Profesional de apoyo en acogimiento familiar
2529_76ef0a87-6afe-4560-b5d0-9a086abe45c5;Hacker ético/Hacker ética
2320_4eada7b3-5026-4030-936b-4a80aed37252;Profesor de formación profesional en turismo/Profesora de formación profesional en turismo
2144_1f97f6e6-0ac7-4e77-88ab-2e3801c5a223;Ingeniero de climatización/Ingeniera de climatización
8141_121bd198-af39-4fac-8249-b384910f7bd7;Vulcanizador de neumáticos/Vulcanizadora de neumáticos
3135_528e63a7-91be-4477-be2f-69ce82deb726;Operador de hornos de fusión de metales/Operadora de hornos de fusión de metales
1213_64e38ce7-3901-4261-bfee-77c7a77397f2;Director de estrategia/Directora de estrategia
2412_4c715719-3c3f-4058-ba00-9b2ef34848e8;Director de relaciones con los inversores/Directora de relaciones con los inversores
3311_e20eee17-4876-4f21-a0cb-5d7f40c63cd8;Gestor de activos/Gestora de activos
2352_114c5a6c-1869-4a67-8ec0-660ec303f8cc;Profesor de apoyo educativo/Profesora de apoyo educativo
2113_1b123879-8f0d-4793-8069-3dc21a08921a;Especialista en el desarrollo de productos químicos
7543_3a75b477-e151-40fb-9909-b3641401bfed;Operador para inspección óptica automatizada/Operadora para inspección óptica automatizada
2263_72913ee1-1696-4d74-b26f-681d17887c58;Coordinador de respuestas a situaciones de emergencia/Coordinadora de respuestas a situaciones de emergencia
9129_4779055b-f769-4c6d-8e0e-088bb74cfce9;Encargado de mantenimiento de instalaciones de natación/Encargada de mantenimiento de instalaciones de natación
7543_c5b45ebe-0e9f-4bc4-9563-7fdf31115e53;Inspector de montaje de material rodante/Inspectora de montaje de material rodante
8122_862ed9e5-96ec-410d-a0fd-5206a05a7954;Operador de máquinas rebabadoras/Operadora de máquinas rebabadoras
2632_19db5ad1-ffbf-41a0-8746-d3878f0d5dbd;Especialista en medios de comunicación
2149_ab3c4d3e-3189-47ad-82af-57cdae3cb589;Ingeniero en óptica/Ingeniera en óptica
8160_709170ae-2b9a-4e7a-8201-260da7211898;Operario de conservas de pescado/Operaria de conservas de pescado
7321_54ffd31f-ed90-4af4-b877-cd246351ad39;Técnico en preprensa/Técnica en preprensa
2433_98e58946-3227-4f6c-a5d1-5892fe76883d;Técnico de servicio posventa/Técnica de servicio posventa
2320_9a6d8a84-a8a9-4c9b-9ead-59a710e93759;Profesor de formación profesional en gestión comercial y marketing/Profesora de formación profesional en gestión comercial y marketing
2651_7beefadd-ea05-4f59-bc4b-01075f27b937;Videoartista
1411_53cdd34e-22f2-41bd-b3c7-de22bf9bbcae;Director de establecimiento de hostelería/Directora de establecimiento de hostelería
5153_1822bfc2-e735-449f-ba00-ca71eb5c062b;Conserje de edificio
2166_00030d09-2b3a-4efd-87cc-c4ea39d27c34;Director técnico/Directora técnica
7322_77de6c7d-27bf-4bc2-8c80-5d6f6d9811f4;Técnico de reprografía/Técnica de reprografía
7223_18a98579-f0b1-4dde-944f-1758dc113099;Operador de mecanizado por electroerosión/Operadora de mecanizado por electroerosión
8160_f6f1a9c5-a956-4a10-98ad-b83525e843fb;Cargador de productos de azúcar a granel/Cargadora de productos de azúcar a granel
3259_d1b8c046-3867-423a-84fd-41f7be3a6d29;Ayudante de psicólogo clínico
6113_fa30c1cb-dbc5-409c-8124-7284592b123c;Podador de árboles/Podadora de árboles
1324_9fcce643-276b-435f-aa94-4516c2414686;Director de distribución de residuos y chatarra/Directora de distribución de residuos y chatarra
8160_b69d9b94-a40c-434d-af8f-e584257314f6;Operario de procesos de tratamiento térmico de la leche/Operaria de procesos de tratamiento térmico de la leche
8171_8f654b67-89f8-4669-8c9c-a4875bf22699;Operador de laminadora de papel/Operadora de laminadora de papel
2635_a9a41b21-8dd4-476f-96c7-85733fa63d3b;Trabajador social para trabajo con migrantes/Trabajadora social para trabajo con migrantes
3118_849a656c-8559-4471-91ed-442c42b0b641;Técnico de diseño textil asistido por ordenador/Técnica de diseño textil asistido por ordenador
7126_0f898624-9b89-41ba-adcf-9360ade85a62;Técnico de conservación de recursos hídricos/Técnica de conservación de recursos hídricos
3422_11695786-9fb7-4895-b161-0480419107e4;Monitor deportivo/Monitora deportiva
3115_80a648c5-ecb7-40e6-a4d4-7680291ffa74;Especialista en ensayos y control de calidad de motores de material rodante/Especialista en ensayos y control de calidad de motores de material rodante
3141_4fef1907-cf82-413b-841a-02ef57e299a6;Técnico de laboratorio en ciencias de la vida/Técnica de laboratorio en ciencias de la vida
8156_1b4e795d-6e49-4b7b-bb34-585edfd6eb18;Operador de máquinas para la fabricación de calzado/Operadora de máquinas para la fabricación de calzado
4312_1f665529-96e9-46c1-99f4-9ffbf9ffa036;Auditor/Auditora
2166_1b949bae-882f-40ff-9fe7-3c8ede5e38b5;Ilustrador/Ilustradora
3412_4d7d2628-1405-4ff2-b5b5-bd0d57ed9bbd;Cuidador de residencia infantil/Cuidadora de residencia infantil
5164_1ee1b792-4d5f-4555-be4e-ce7e4c05d1a9;Cuidador de animales/Cuidadora de animales
1345_13e30c08-8834-4e4f-b6f9-89fffed4e310;Director de centro de educación especial/Directora de centro de educación especial
4226_f7b04542-d8c7-42db-8475-e63b507cce82;Recepcionista
3152_0;Capitanes, oficiales de cubierta y prácticos
3153_8a42240b-2b5c-4f6f-8787-f0547fbc46c5;Piloto privado
8160_6725a5bb-b79d-4128-9494-089389ae2a48;Torrefactor de granos de cacao/Torrefactora de granos de cacao
3423_55af6be8-039a-419c-b278-55b3f7d9ef92;Monitor de actividades al aire libre/Monitora de actividades al aire libre
4321_040fcfa5-24be-43eb-afd5-828297175b16;Almacenero de fábrica textil/Almacenera de fábrica textil
1324_7d9c060a-f280-441d-baf9-7d4a6b520a2a;Director de importación y exportación de ordenadores, periféricos y software/Directora de importación y exportación de ordenadores, periféricos y software
1219_bea99fea-0383-4c63-b944-70d4799de2c5;Jefe de proyecto/Jefa de proyecto
2511_faed411a-f920-4100-86a8-b877928b429c;Analista de experiencia del usuario
2355_cbde2432-cb7f-451f-a686-b22cad3957a6;Profesor de arte dramático/Profesora de arte dramático
7543_381b9a17-521c-4702-b7d9-2059bbd8ce76;Inspector de control de calidad de ropa/Inspectora de control de calidad de ropa
1111_d63789ac-74b5-40e3-b890-685513c38e12;Delegado del gobierno en comunidades autónomas/Delegada del gobierno en comunidades autónomas
7413_0c328e98-6e4e-4e96-b99c-56851e666ad0;Ensamblador de cableado eléctrico/Ensambladora de cableado eléctrico
3353_4d750b7f-f40d-447c-ba90-f5fb0ee9ef27;Técnico en prestaciones sociales/Técnica en prestaciones sociales
9312_21fe7141-68fa-4db7-9ee2-53097cef541a;Operario de construcción de canales y diques/Operaria de construcción de canales y diques
8350_18dafd4f-8c37-4276-b4b3-cfa31059b2b6;Marinero de cubierta de buque pesquero/Marinera de cubierta de buque pesquero
1420_d4dd502d-9407-456c-a54a-b733fc9cf68b;Gerente de tienda de cosmética y perfumería
3112_23a61ff1-c954-4867-b982-a018b535f98b;Técnico especializado en eficiencia energética en edificios/Técnica especializada en eficiencia energética en edificios
2424_d9612966-e295-4d81-ba2b-9f36bad0b392;Preparador empresarial/Preparadora empresarial
5414_31808988-fc0a-4bc3-9e47-27216d6759f5;Vigilante de seguridad
2142_1bdb7d70-1769-4338-aa90-d25a90fe8a6d;Ingeniero geólogo/Ingeniera geóloga
5111_6a2270bc-3f69-4cfd-b99b-fdc2c70d1779;Azafato de barco/Azafata de barco
2652_f6803a58-91d9-4251-9a07-09fc387cec16;Músico/Música
8122_1c5ec3d2-a241-4ba2-ba20-e4da565383a6;Operador de máquinas pulidoras de tambor/Operadora de máquinas pulidoras de tambor
7215_b05f53db-b6b0-49bc-aa0c-1790c8c7012b;Trabajador de operaciones de movimiento de grandes cargas/Trabajadora de operaciones de movimiento de grandes cargas
3122_4b536ea7-ebac-4f75-8356-94eb639f1ecc;Supervisor de procesos de impresión y encuadernación/Supervisora de procesos de impresión y encuadernación
7133_a2dee758-72f5-4f1c-b760-f2b8e9d81911;Deshollinador/Deshollinadora
2114_86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6;Mineralogista
2411_eda0d957-3c3c-4139-b89a-a18bc9e18897;Contable
3134_026a5233-cad9-4b1d-8852-22c2685ab34e;Operador de equipo en estación de bombeo de petróleo/Operadora de equipo en estación de bombeo de petróleo
3339_2049d7ef-9ebe-41ae-b8b5-e97b77ee58a2;Consultor de traslado de empresas/Consultora de traslado de empresas
1112_1fb92021-9576-4c85-8759-f6918e9f0ad4;Diplomático/Diplomática
7223_733d65ac-250b-45d7-ba3c-cc5f48e9e11d;Operador de marcadora láser/Operadora de marcadora láser
8211_78625dd8-257b-483b-bca0-172dd9b02754;Montador de piezas de vehículos de motor/Montadora de piezas de vehículos de motor
3153_476420bb-2577-4f79-ad32-186f19c4fd02;Piloto de helicóptero
2611_fdfce14e-992d-4ff4-9f9d-7a353c75654e;Abogado de empresa/Abogada de empresa
1211_3e1a2f3c-20d6-4d33-aa6f-63cd2a32698d;Tesorero/Tesorera
3434_a256838b-0843-4ad2-a2fb-4531f94e63d8;Jefe de cocina a domicilio/Jefa de cocina a domicilio
2166_d5c4ab26-c293-4f4d-ad89-fe776f49a67f;Artista digital
3435_a0ebd342-8f89-4947-893d-fee9468cf001;Diseñador de pirotecnia/Diseñadora de pirotecnia
1349_bcc2c1db-f969-4355-bebf-4878ff6c2a94;Director de servicios para los clientes/Directora de servicios para los clientes
1324_032d4115-03ec-49c9-853d-678f8a41969b;Director de distribución de equipos electrónicos y de telecomunicaciones/Directora de distribución de equipos electrónicos y de telecomunicaciones
7313_7706342e-c07b-41d3-bc2e-e5c6e96f016f;Engastador de joyería/Engastadora de joyería
2250_eb6efbb9-9216-4e86-bc3b-de2223cd4667;Veterinario general/Veterinaria general
2310_e9f50268-4dab-4579-90c2-2ff219eb56f1;Profesor universitario de ingeniería/Profesora universitaria de ingeniería
2166_11830794-108c-48fe-a282-2cd7a2945344;Diseñador de juegos de azar, apuestas y loterías/Diseñadora de juegos de azar, apuestas y loterías
5112_9cee6106-04cf-401a-ae4c-b4b8652d6915;Revisor jefe/Revisora jefe
7214_691ec040-f5ad-47ef-8698-03212d66dbbf;Ferrallista
3115_11833a96-fc27-4b03-a53d-892ac891a2bb;Ingeniero técnico de producción/Ingeniera técnica de producción
2651_802a0e5d-5625-4166-a1f0-d13e2586df55;Grabador/Grabadora
5112_ea034d66-0d35-4891-b82c-6434cad2c76f;Interventor de ferrocarril/Interventora de ferrocarril
1223_73856e9e-eca2-44c2-bb3c-aaedf4b25979;Director de productos de seguros/Directora de productos de seguros
7536_93aa611c-a58c-43ff-bc34-6e201dfdd0dd;Patronista de calzado
1349_cc937d5f-4072-4fe7-bc23-2c9a465b8754;Director de museo/Directora de museo
2120_18552245-3c36-4a52-b4c6-295cabb5c93b;Desarrollador de juegos de azar, apuestas y loterías/Desarrolladora de juegos de azar, apuestas y loterías
3423_86e8e172-234d-4e85-b9ae-6a4aecc2c321;Guía de montaña
7412_98562ce3-9632-4226-b129-c67eb9c54f0f;Técnico de turbinas eólicas/Técnica de turbinas eólicas
3115_b9296f1a-a68b-4ac7-9904-f2cf1374fbaf;Analista de resistencia de materiales
8141_df433613-4856-4e50-9be5-7a0ec0f4260a;Operador de máquina de inmersión para caucho/Operadora de máquina de inmersión para caucho
2269_4f08cd74-71c6-43aa-88d4-841e5bb677f7;Auxiliar de podología
3152_ee646fa1-3f09-4e43-9275-3aa958ca00ae;Capitán de barco en el transporte fluvial/Capitana de barco en el transporte fluvial
3353_6724e558-2d75-4116-a473-91a4c14d4c69;Administrador de pensiones/Administradora de pensiones
4212_b89f5984-3fb7-4339-80d5-00d1b0750b53;Supervisor de sala de juegos de casino/Supervisora de sala de juegos de casino
5311_78eacaf8-06d6-4b78-920f-edece2e41464;Auxiliar de transporte escolar
3331_8bc845cb-0702-47e4-aabc-4036032b0a8d;Consignatario/Consignataria
7233_2aa7fbbb-f06e-4454-8ff8-2d799e86ba51;Técnico de maquinaria textil/Técnica de maquinaria textil
8183_2be85651-c94a-4531-9df8-3cc56932960e;Operador de máquina termoselladora/Operadora de máquina termoselladora
3334_dd935705-d703-40ba-9ba7-2a8a2b7651b4;Administrador de fincas/Administradora de fincas
2512_f2b15a0e-e65a-438a-affb-29b9d50b77d1;Desarrollador de software/Desarrolladora de software
1330_a79170ad-0b7b-4697-864f-1748359aa10a;Jefe de producto de las TIC/Jefa de producto de las TIC
4213_631aaef2-2d67-45c6-93a6-1b1abdf57542;Prestamista
8160_e3713dd7-572d-4c6c-87ec-1944b3572175;Operario de fermentación de sidra/Operaria de fermentación de sidra
1346_45a28fe1-30a4-4175-af19-e451ada60858;Director de cooperativa de crédito/Directora de cooperativa de crédito
7512_1aadb308-432a-4d01-b54b-b4f7f76dd419;Panadero/Panadera
9216_0;Peón de pesca y acuicultura/Peona de pesca y acuicultura
8332_a504e79e-f146-4773-a1cf-2b15b9d614db;Conductor de camión de mudanzas/Conductora de camión de mudanzas
3132_1ab184b6-de00-4476-ba1d-c6a71c668be3;Operador de sistemas de tratamiento de aguas/Operadora de sistemas de tratamiento de aguas
2310_9a7e780a-b778-4a5a-b4eb-309d394d313d;Profesor universitario de literatura/Profesora universitaria de literatura
7312_c7b31477-88e3-400f-988f-3baa090de173;Fabricante de órganos musicales
2149_35cf772d-bbc9-4eb4-9ca6-5f982649d436;Ingeniero en tecnología de la madera/Ingeniera en tecnología de la madera
7422_35efc04c-429a-407e-a00a-f07fd03c2743;Técnico de radio/Técnica de radio
7411_e859428d-6dbd-406b-bb2e-d5a0ae21df29;Electricista de eventos
2633_5f45a1ea-4d1b-43c3-b6a8-53b2276b3eb3;Genealogista
9329_245be6d1-fe9a-4ac8-9f81-122a687e4724;Trabajador de fábrica/Trabajadora de fábrica
2434_6e591f17-65c1-4a24-af2a-ca7862d4625e;Representante técnico de ventas de equipo electrónico y de telecomunicaciones/Representante técnica de ventas de equipo electrónico y de telecomunicaciones
3422_58f3f9fc-c9f6-4e14-bedf-a71ace5f27c5;Entrenador artístico/Entrenadora artística
8153_7d4266b3-2108-4330-b27b-430a96012c21;Operador de máquinas de coser/Operadora de máquinas de coser
2310_bff7e8a3-6206-4d38-b25f-fcb6e634c7af;Profesor universitario de arqueología/Profesora universitaria de arqueología
3114_0;Técnicos en electrónica
7213_572c9810-e1ee-4f7a-a71f-820f17c0c25b;Chapista
1324_8914badc-df5e-4671-908e-de5bc795658b;Director de importación y exportación de equipos electrónicos y de telecomunicaciones/ directora de importación y exportación de equipos electrónicos y de telecomunicaciones
8152_3417aab3-8b87-4c3b-bee6-be03fe05be2b;Operador de máquinas de empenachar alfombras/Operadora de máquinas de empenachar alfombras
8311_0;Maquinistas de locomotoras
2422_01205776-db8d-4588-a6a6-56d0b9c660a9;Responsable de políticas de vivienda
3343_1d6fbb43-f4c7-4839-8099-55eae5d424a5;Asistente administrativo para campañas de recaudación de fondos/Asistente administrativa para campañas de recaudación de fondos
8181_88c56310-14bc-4956-8450-ce0e178ae847;Operador de secadero cerámico/Operadora de secadero cerámico
2411_4e4a291d-1d38-4c5a-812a-5827d0691b11;Analista de presupuestos
2431_b76178c0-a03a-4793-b079-1e61e636c521;Especialista en estrategias de expansión y diversificación de empresas
2151_0;Ingeniero electricista
9510_5ff100c2-00cd-4c64-82ae-8feab6712557;Repartidor de folletos/Repartidora de folletos
2143_0;Ingeniero medioambiental/Ingeniera medioambiental
3212_0;Técnico de laboratorios médico/Técnica de laboratorios médico
3119_1209b85e-80f1-490f-a7e1-6ad220bb956d;Especialista en desarrollo de productos de calzado/Especialista en desarrollo de productos de calzado
2412_38d9c76b-1a7b-4d65-879b-733ae7e9364e;Asesor de inversiones/Asesora de inversiones
3315_bbefa1b2-521e-4d87-a7ad-9bbd0b32e271;Tasador de bienes inmuebles para tributación/Tasadora de bienes inmuebles para tributación
2310_fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9;Profesor universitario de filología clásica/Profesora universitaria de filología clásica
1345_34852729-a2f6-4063-aa90-18b3d16754f7;Jefe de departamento universitario/Jefa de departamento universitario
2152_0c7c9606-fde3-4658-8136-8fe0c9b8bd09;Ingeniero especializado en productos sanitarios/Ingeniera especializada en productos sanitarios
3119_250d6493-68ab-4d69-ba67-c10293a20f49;Ingeniero técnico de fotónica/Ingeniera técnica de fotónica
3412_021663ca-a367-472e-a1f0-6d8ab5b2d860;Tutor legal/Tutora legal
3339_1da55a33-09b3-4ac7-818e-2a0fea68cecc;Agente de la propiedad intelectual
2145_f3e23761-0663-4ae0-97a2-0b2dd3fa38a1;Ingeniero bioquímico/Ingeniera bioquímica
2131_b7b17a85-ccd0-4d2f-92f2-7e99839731b0;Científico biomédico de investigaciones avanzadas/Científica biomédica de investigaciones avanzadas
3111_8a87e8b3-aecf-48a7-9837-4e022c3b9bb9;Técnico en operaciones de laboratorio especializado en cromatografías/Técnica en operaciones de laboratorio especializada en cromatografías
1211_44e0c015-309d-4f67-98a3-1e036966ed7f;Director de presupuesto/Directora de presupuesto
5419_b8b98b65-7db2-43f8-8ac4-2f1903984e7b;Policía municipal
1324_d9632b0a-3c95-4a8a-a15c-c5413beda52e;Director de importación y exportación de productos farmacéuticos/Directora de importación y exportación de productos farmacéuticos
3324_3f0093ab-651b-401a-b542-bba84ff46deb;Mayorista de artículos de piel y cuero
3153_522c55ca-ee4a-407d-9fc6-f810c5266523;Piloto de aerolínea
2230_2dcb5dad-1902-4051-9023-d725485479a7;Acupuntor/Acupuntora
5329_7005c266-d1a9-42ac-8c36-b42d5d755463;Técnico de cuidados auxiliares de enfermería /técnica de cuidados auxiliares de enfermería
8131_d3382c5a-589f-453d-a6d8-d28695057079;Operador de fermentador/Operadora de fermentador
2132_fa32eb3f-5c9f-4668-8f85-5eefb3badab8;Técnico consultor forestal y en silvicultura/Técnica consultora forestal y en silvicultura
2163_d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa;Diseñador de vestuario/Diseñadora de vestuario
3119_ed976196-3d5d-4121-9367-e1022af603fa;Técnico de laboratorio para el control de calidad del calzado/Técnica de laboratorio para el control de calidad del calzado
2120_068c2787-58ff-468e-bbb6-c4e5dd6ee482;Consultor actuarial/Consultora actuarial
1345_c9d89e09-d57f-4980-9164-880e60711e97;Director de escuela primaria/Directora de escuela primaria
5111_95f56fc4-99f9-49da-b942-1dfbc857e933;Sobrecargo
2149_b065b637-5cb5-44d9-8c39-08004b51734e;Ingeniero acústico/Ingeniera acústica
1345_53db8c0d-7aed-47aa-a339-eb9d485d25dc;Director de centro de enseñanza secundaria/Directora de centro de enseñanza secundaria
3112_41d609a1-62df-4cec-ac71-6434e545a729;Técnico de corrosión/Técnica de corrosión
4312_35fbb8cd-c044-49a1-850c-010481c99b4a;Empleado administrativo de gestión financiera/Empleada administrativa de gestión financiera
2642_db3da11f-67a0-415f-b785-81f33d3be810;Periodista económico y de negocios/Periodista económica y de negocios
7231_3b4eb248-6b40-42fe-9d10-cba8ccfe6613;Técnico de mantenimiento básico de vehículos/Técnica de mantenimiento básico de vehículos
2642_ac80b511-fd22-4edf-8570-e531704778bd;Bloguero/Bloguera
2353_9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e;Profesor de escuela de idiomas/Profesora de escuela de idiomas
2263_1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5;Ergonomista
8219_7eadbe33-d62e-4a82-8e3a-e89df5aefb2c;Montador de productos de madera/Montadora de productos de madera
1223_ef6020f9-11b4-4d1a-96e0-903331594121;Director del departamento de desarrollo de productos de calzado/Directora del departamento de desarrollo de productos de calzado
2431_4795d4e3-c623-47ff-abab-7de97fcb764e;Gestor de compras de espacios publicitarios en medios de comunicación/Gestora de compras de espacios publicitarios en medios de comunicación
2511_258e46f9-0075-4a2e-adae-1ff0477e0f30;Científico de datos/Científica de datos
2114_b79cfd33-6e46-4b71-b180-c9a84422f047;Sismólogo/Sismóloga
3119_7bf11599-d0bb-4789-9886-55c87f5da449;Técnico de control de calidad de artículos de piel y cuero/Técnica de control de calidad de artículos de piel y cuero
8211_839d738b-8b54-4408-868a-6d8af102d2de;Montador de ferrocarriles/Montadora de ferrocarriles
8160_375a4d32-0950-45db-9d85-3fc2a86f1d85;Operario de conversión de fécula/Operaria de conversión de fécula
1420_5f770d3d-5c42-4c22-bc06-23bebd182a37;Gerente de tienda de mascotas y de alimentos para mascotas
5311_f219f643-4df1-4a9a-b6c5-dc2f48c22806;Au pair
7515_0;Catador de alimentos y bebidas/Catadora de alimentos y bebidas
8181_ac401ec0-7ce0-423f-b8b5-167da9e046a7;Operador de máquinas para fabricar fibra de vidrio/Operadora de máquinas para fabricar fibra de vidrio
4323_fa404a79-4091-47f9-a635-c2e3c576ece8;Coordinador de operaciones portuarias/Coordinadora de operaciones portuarias
2151_e69697d0-2639-4aad-b73a-05e0b98357b1;Ingeniero eléctrico de minas/Ingeniera eléctrica de minas
2632_0611f232-b30e-46c7-9c26-2d59b1448e79;Criminólogo/Criminóloga
2320_6b304370-0112-4881-a1bd-27d8df645d00;Instructor de policía/Instructora de policía
6221_c0a15ec7-10e6-45e7-b69c-b85ff6f4f87f;Operario de cultivo acuícola/Operaria de cultivo acuícola
1324_ee5f8b2f-4b40-4426-8290-a6926ae4898b;Director de distribución de carne y productos cárnicos/Directora de distribución de carne y productos cárnicos
5165_c29f1a42-25cb-4192-9bc1-cc7560c00590;Instructor de autoescuela para camiones/Instructora de autoescuela para camiones
2654_5ff7a990-a306-40c2-9224-b2bf7f15b2f9;Productor musical/Productora musical
2422_7819669b-30c2-42e6-a1c4-0bcd6f0379ff;Responsable de políticas de relaciones internacionales
6121_b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba;Ganadero/Ganadera
6112_b865693a-eb11-44cc-bf6c-38e5b4d7e169;Arboricultor/Arboricultora
3133_cbdbe324-81fe-48da-a8f7-0106dd94a05b;Supervisor de planta de tratamiento de gas/Supervisora de planta de tratamiento de gas
3131_c3959398-a5d7-4b26-abcf-ef7af87e5822;Operador de central geotérmica/Operadora de central geotérmica
2635_738257d3-7e56-4745-9b2e-014e60d41d48;Trabajador social en hospitales/Trabajadora social en hospitales
7411_5dbb9cf0-b226-402c-a295-2f42ef05ff8b;Electricista doméstico/Electricista doméstica
3411_0f63619d-63ea-4345-81f5-4673353fe8d2;Gestor procesal/Gestora procesal
2143_32548f7e-8c25-4c49-9f22-78dee3543704;Ingeniero de minas especializado en impacto ambiental de la minería/Ingeniera de minas especializada en impacto ambiental de la minería
3351_6296faea-1909-4943-b0e0-662b43ad855d;Agente de inmigración
2132_3b018148-8e92-4177-9267-5f090386f6a3;Técnico en explotaciones pesqueras/Técnica en explotaciones pesqueras
1439_f4e3dd1c-f86b-4a69-8887-547255eadc79;Director de centro de información de turismo/Directora de centro de información de turismo
2342_76a950cb-3def-47f4-895d-555ad138657e;Profesor de colegio Montessori/Profesora de colegio Montessori
8151_06461fc3-1274-40a1-9322-dfc2753f5eea;Técnico de hilado textil/Técnica de hilado textil
2651_09a40a9a-2b60-422c-abe4-96d829bc27df;Restaurador de arte/Restauradora de arte
3423_0c3672ed-450b-4fcd-a3d0-579a10004486;Profesor de equitación/Profesora de equitación
3115_b50ae5f6-3f67-4cc7-92bb-6cec7214bfc4;Especialista en ensayos y control de calidad de motores de vehículos
2431_de80bbf0-447d-4a6a-845a-fdba4e0dc30c;Director de marca/Directora de marca
2422_643a2225-6a01-4899-81b0-e867ca09b9c9;Inspector de planificación de políticas públicas/Inspectora de planificación de políticas públicas
2133_6a3d3d28-0ab6-49b0-9a32-697e5e104bf1;Edafólogo/Edafóloga
9321_87afe3f0-c891-45de-a498-ad2608471c86;Responsable de acabado y empaquetado de ropa
1324_fc35b7ca-ecec-40d7-91b5-5065f662d955;Director de aeropuerto/Directora de aeropuerto
2163_6d765c21-267d-4d3d-a989-9b7596670477;Especialista en tintes para productos textiles
7212_17b29190-6746-4b81-a1d1-8053a5bbc0e9;Soldador de soldadura blanda/Soldadora de soldadura blanda
4413_f8f34041-3640-41a9-852e-c5a7574de780;Corrector lingüístico/Correctora lingüística
2652_7dc05fcc-b079-45ed-b5d4-74c75f99976c;Compositor/Compositora
3112_c9a5f7c5-0f8b-4252-9729-5f19c105ef81;Técnico de mantenimiento de carreteras/Técnica de mantenimiento de carreteras
2634_52ded7d7-11df-42e3-b90a-d7f4b70fb4b9;Psicólogo/Psicóloga
7533_0;Costureros, bordadores y afines
1324_a49e1479-90c4-41d2-871b-ac58ebc4894b;Director de distribución de artículos para el hogar/Directora de distribución de artículos para el hogar
