ID_NORM;NOMBRE_NORM
1349_20e39113-05f5-4184-94e2-f5e8e8c8d2ea;Gestor de actividades deportivas/Gestora de actividades deportivas
7319_1d70e660-1114-41c6-926a-053541460d88;Técnico en reparación de material deportivo/Técnica en reparación de material deportivo
2152_4874fa37-0cd1-4a68-aed8-a838851f242d;Ingeniero lingüístico/Ingeniera lingüística
3141_f3b99acc-b212-45cf-bb4f-7b83cc6f0d71;Técnico en laboratorio bacteriológico/Técnica en laboratorio bacteriológico
3118_3f73120d-cece-4848-9fb4-61fdbaa7eba5;Ingeniero técnico de material rodante especializado en diseño técnico/Ingeniera técnica de material rodante especializada en diseño técnico
3324_8022c821-1ed0-414e-b440-63cc88943a89;Mayorista de productos de relojería y joyería
3112_8ae1e637-840b-4be0-a5df-8653375d8949;Gestor de residuos/Gestora de residuos
2621_96be6ac3-5932-4bfc-933d-84b267d0d486;Director de colección artística o cultural/Directora de colección artística o cultural
7412_f8d1bcf9-9ca1-408f-a713-7bdf28c400fd;Ingeniero de ascensores/Ingeniera de ascensores
8152_939e05ea-2589-4e3c-a501-eea2bdd6864a;Operador de telar/Operadora de telar
3423_2c027db0-d2a6-43f0-9c4a-caff27c7c54a;Instructor de navegación marítima/Instructora de navegación marítima
6221_e93d5c8d-1219-4c11-91d7-9d0ab8d9c08e;Técnico de criadero acuícola/Técnica de criadero acuícola
2432_98358049-fbcd-479e-a644-e92bde5af2e0;Activista
1343_eea2b5c6-48d1-4612-957e-585783b3c7bb;Director de residencia de personas mayores/Directora de residencia de personas mayores
3315_01a83071-6533-4675-b2da-f0c6d02669f5;Supervisor de seguros/Supervisora de seguros
4212_961cbd1f-2a9b-4756-b227-67a1c23c94b6;Cajero de casino/Cajera de casino
2144_8d410283-865d-4cbb-acae-ac7f69d9cf26;Ingeniero de automoción/Ingeniera de automoción
3131_6d823dbb-4008-4fb7-b98d-f9d934478647;Operador de central solar fotovoltaica/Operadora de central solar fotovoltaica
8151_59bbece0-d1dc-4f4a-845e-1523f68afb2d;Operador de máquinas hiladoras/Operadora de máquinas hiladoras
7233_269c47e7-9017-4aa6-bce8-49e89a696a64;Mecánico de maquinaria industrial/Mecánica de maquinaria industrial
2165_00ab29a3-6d4a-4df9-b46d-de31069e36e8;Jefe de planificación de mina/Jefa de planificación de mina
7515_a2a126ac-d90d-4e9f-97d1-9b8dff2ff946;Maestro tostador de café/Maestra tostadora de café
3121_23993e79-a0a0-4155-9f62-68e14ee65dab;Gerente de explotación minera
1223_9db7d74c-b46d-45c0-b611-6bcb7456ecc6;Gestor de investigación de TIC/Gestora de investigación de TIC
1324_c430500d-0b8b-4ef5-8f91-3e98cff32356;Director de importación y exportación de textiles, productos del tabaco/Directora de importación y exportación de textiles, productos del tabaco
2320_4d6d9057-5167-4158-8bc1-cc2f89d73fd7;Profesor de formación profesional en estética y belleza/Profesora de formación profesional en estética y belleza
8172_976c739f-fec7-45c2-b12e-e1b496aa816b;Operador de máquina astilladora/Operadora de máquina astilladora
8160_9ae8251e-cb8e-4324-9d77-d967d43e6b46;Operario de purificación de grasas/Operaria de purificación de grasas
2149_551a6797-3ca9-41fc-9dca-9a982a8fd8a6;Ingeniero en robótica/Ingeniera en robótica
5311_c4a81f47-6ed8-4a17-ab4a-21a2e67fa1d9;Cuidador infantil por horas/Cuidadora infantil por horas
8157_dfb93ddb-ce34-4d2e-a178-541d45a7d98b;Supervisor de operarios de lavandería/Supervisora de operarios de lavandería
5142_a1e1a788-2352-4172-8fcf-1f985a6968b0;Esteticista
3111_4b8dced3-ac9e-445d-8787-e07daf52e295;Técnico de laboratorio para artículos de piel y cuero/Técnica de laboratorio para artículos de piel y cuero
6112_5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32;Jefe de equipo de producción frutícola/Jefa de equipo de producción frutícola
7223_0e09c42d-bff2-4c35-8e1f-639a6dddaa5d;Operador de taladradora/Operadora de taladradora
7212_6d72138d-2ebb-4a89-b2b2-8c22365b89bf;Soldador de soldadura fuerte/Soldadora de soldadura fuerte
7544_509f9452-ed18-4fbf-8a4c-d45de85aa2f7;Fumigador de plaguicidas/Fumigadora de plaguicidas
2142_57ac359a-ae52-4aea-bc9c-93af7efa502e;Ingeniero especializado en gasoductos y oleoductos/Ingeniera especializada en gasoductos y oleoductos
2146_4efee3ed-de09-44c6-bd4a-d9eaafd04683;Metalúrgico especialista en procesos/Metalúrgica especialista en procesos
2166_6ba25e0f-7fb8-4879-a1f9-d4f8945966be;Director de fotografía/Directora de fotografía
7126_3df28a39-9bfe-4e36-b394-a189ef967a74;Fontanero instalador de cuartos de baño/Fontanera instaladora de cuartos de baño
2310_3d7a1284-824c-47d9-8387-b8e1cd5888b5;Profesor universitario de odontología/Profesora universitaria de odontología
5249_601db24d-cc02-48f3-9939-8c8b41b34ef7;Representante de servicio de alquiler de equipos para el transporte aéreo
3311_60bc7374-9fa1-4bbd-b936-2676fca0bfb6;Operador financiero/Operadora financiera
8181_b6a62e85-5ffe-41aa-8f2a-9959365dfe85;Operador de fabricación de ladrillos y tejas/Operadora de fabricación de ladrillos y tejas
3423_3e6488b6-3ca5-46b9-b380-5cd251d24824;Profesor de pilates/Profesora de pilates
8131_8f71761e-6fa5-4237-a240-4d0c7feff026;Operador de horno de coque/Operadora de horno de coque
3435_bd94312f-05c8-455d-a2f6-5490489ac4a4;Atrezzista
7211_123a195c-103a-4b84-b3fd-6d40dbc15c54;Operario de fundición en coquilla/Operaria de fundición en coquilla
8141_8d2df08e-0b2e-4837-8096-66595bbaab15;Operador de fabricación de bandas y correas de caucho/Operadora de fabricación de bandas y correas de caucho
2659_2800e788-57b4-49f7-9c00-6c35e12cfb8e;Marionetista
8152_18b00c9e-3a07-4346-bb86-b1577554cf56;Técnico de tejido textil/Técnica de tejido textil
3122_139fba7b-6c1f-40ee-8acf-78f97e57c905;Supervisor de gestión de residuos/Supervisora de gestión de residuos
3123_60d77070-2cf4-4883-b44d-91e8ce54db86;Supervisor de sistemas de conservación de recursos hídricos/Supervisora de sistemas de conservación de recursos hídricos
1323_faed05c0-c1d1-4e34-b575-0dea96459e56;Director de obra/Directora de obra
7322_4f7e7482-39e7-4f3a-bf11-763620f4b8e0;Operador de prensa de gofrado/Operadora de prensa de gofrado
5230_612430b3-dd43-4786-b823-0466c4953f66;Empleado de servicio de venta de entradas/Empleada de servicio de venta de entradas
3324_2dcd3361-4c9b-4feb-a561-62257d6b31dd;Mayorista de equipos electrónicos y de telecomunicaciones y sus componentes
3255_f4f671d5-208f-4423-a250-c049de8d9adc;Hidroterapeuta de animales
8156_16d7bae5-503e-4e19-bc8b-619c9bcf5c4f;Operador de máquinas para montar piezas de calzado/Operadora de máquinas para montar piezas de calzado
3112_624986f9-21ef-4cdf-8cf6-8407a337ec2f;Topógrafo/Topógrafa
4312_9a39a143-d93c-4093-ba3b-47fb67ade318;Empleado administrativo de compañía de seguros/Empleada administrativa de compañía de seguros
3112_f0978ec0-ae7d-4c4a-8f80-3fd200edddac;Inspector de calidad de la construcción/Inspectora de calidad de la construcción
2149_3dab5c3f-84d0-4d52-901d-dd262eaea509;Ingeniero de investigación/Ingeniera de investigación
2320_8289625a-c1c1-4a49-8ddd-37be4c3cd3fc;Profesor de formación profesional para auxiliares de enfermería y matronas/Profesora de formación profesional para auxiliares de enfermería y matronas
7512_e00c46c4-bd3c-4d88-8d30-fc6f951554bd;Repostero/Repostera
2146_47dd863b-b124-4bb1-bb42-a9498492a8cb;Ingeniero especializado en combustibles líquidos/Ingeniera especializada en combustibles líquidos
3312_1a87e487-6761-4374-b6db-100ac5a9ad5a;Asesor crediticio/Asesora crediticia
2635_b9dd2ee7-5fea-46f8-b226-ddae9501f728;Consejero profesional para víctimas de violencia sexual/Consejera profesional para víctimas de violencia sexual
3433_6040c941-ab83-44b2-84e7-5cbfa1eafcdc;Técnico de manipulación y traslado de obras de arte/Técnica de manipulación y traslado de obras de arte
2145_654ce97c-9ed1-4614-bc76-36f4a1f67557;Ingeniero en materiales sintéticos/Ingeniera en materiales sintéticos
7221_bcffa133-c499-4db4-8e4f-b2d95da3b0fc;Herrero/Herrera
4419_54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a;Ayudante de agencia publicitaria
2330_e8b93ce7-e39b-4261-a25a-9b84764eb724;Profesor de filosofía en educación secundaria/Profesora de filosofía en educación secundaria
7521_b0cb4f78-c361-48cf-97aa-25104ac2647c;Operario del tratamiento de la madera/Operaria del tratamiento de la madera
2267_bffbe18a-cb8b-4f90-bd87-7505cd3b16f5;Optometrista
3141_31cc4199-703c-4f8a-9b46-a2070a6d35df;Técnico en biología/Técnica en biología
7224_d07a4984-e775-46a7-b967-a3d0b3a54268;Pulidor de metales/Pulidora de metales
8322_af513bd8-4340-4452-aa30-05a073ecc49a;Conductor de coche fúnebre/Conductora de coche fúnebre
1420_3a8ac6cd-b59a-4b93-b071-0324e895b8e4;Gerente de tienda de materiales de construcción
2310_49023c69-302f-4671-b26f-7229d1a53915;Profesor universitario de comunicación/Profesora universitaria de comunicación
2163_34c57104-ff9b-4003-809e-56eece3cb4d5;Diseñador de joyas/Diseñadora de joyas
2656_09a9a956-db70-436f-8398-d85a17f6cdfe;Presentador/Presentadora
4322_187f063b-1002-4d46-9b79-c46b2caedbb3;Coordinador de montaje de maquinaria/Coordinadora de montaje de maquinaria
8141_e7ef8a86-6acd-458d-bf48-634b8fd28950;Operador de máquina mezcladora de espuma de caucho/Operadora de máquina mezcladora de espuma de caucho
9612_4ed9ce62-75d4-4b05-80d4-e86528fecdcd;Operario de reciclado/Operaria de reciclado
3119_bcc21c63-7eee-4520-8fa7-43eefd389668;Ingeniero técnico industrial/Ingeniera técnica industrial
9311_efd5d3cb-3716-43b7-b21b-98e17f00e9eb;Peón de minas/Peona de minas
7223_5c082067-ea18-4ccb-8c43-e70b18ad8120;Operador de máquinas de control numérico/Operadora de máquinas de control numérico
2514_456ed487-02f2-45c9-9213-d0fd8e9a069d;Configurador de aplicaciones de TIC/Configuradora de aplicaciones de TIC
1324_e0433bbb-8a93-4ab4-ac7a-84ccc1a04637;Director de distribución de bebidas/Directora de distribución de bebidas
3521_4d102082-8d43-4c59-81ab-08a7509f3c40;Perchista
2411_caafca69-9faa-4850-8930-a3fa07fea4e6;Analista contable
1420_03b55cb5-9735-4582-8e20-2b1cb76635cb;Gerente de tienda de equipos de audiología
3512_3e7bf729-4442-4b9f-ad5e-83111963795c;Técnico de TIC/Técnica de TIC
2635_4c40c1e8-0584-4a77-8ca3-ec82538f9488;Asesor en prestaciones sociales/Asesora en prestaciones sociales
3122_0;Supervisor de industrias manufactureras/Supervisors de industrias manufactureras
6221_a8c7004a-e59c-4a4d-9092-2cb4533ffe58;Operario de cultivos acuícolas/Operaria de cultivos acuícolas
2529_812c217d-32b7-4f6a-9faf-993d3577ac7f;Ingeniero del conocimiento/Ingeniera del conocimiento
3118_a4869ae9-2dfe-48cc-bd97-f803880f3407;Dibujante técnico/Dibujante técnica
7523_77a05858-f682-4648-baa5-9b86deeffbc1;Operador de maquinaria para muebles de madera/Operadora de maquinaria para muebles de madera
8131_310ad9e0-ffc9-4980-b47c-1e856a404eff;Operador de destilación de petróleo/Operadora de destilación de petróleo
1324_bbba890e-ecae-43ba-9c5b-a65baa318f15;Director de importación y exportación de máquinas herramienta/Directora de importación y exportación de máquinas herramienta
3411_a9411821-4f54-406e-ba37-4c6e5a39f9fe;Empleado responsable de transmisiones patrimoniales/Empleada responsable de transmisiones patrimoniales
4211_2ff9e53c-6e7f-42af-8d71-b5dd7f283089;Empleado bancario/Empleada bancaria
3435_f09b6100-28a6-4be5-9726-ecf5b24f74f6;Técnico de artes escénicas/Técnica de artes escénicas
2262_7c132147-428b-4ea3-87e1-70f7abb691ce;Farmacéutico/Farmacéutica
3122_7db415ec-0437-4a5e-95ea-622ea9f13dd0;Supervisor del procesamiento de metales/Supervisora del procesamiento de metales
2643_23e692a9-a242-4d4f-988f-ed562f757864;Intérprete
2622_3765a20d-5160-4e8f-82f1-ad7872b9db24;Responsable de información
7132_a784b063-89cf-441b-9624-deed9dbdeae6;Pintor de vehículos/Pintora de vehículos
2653_189a337d-f6fb-44e2-9e7a-bc27b7b76e0e;Coreógrafo/Coreógrafa
2141_91d0f74b-8612-49cc-a7da-83ee3c4b94d9;Ingeniero industrial especializado en artículos de piel y cuero/Ingeniera industrial especializada en artículos de piel y cuero
7322_ad6589cb-ef1e-482d-863d-d80b2eb6b070;Operario de termoimpresión/Operaria de termoimpresión
6223_bcead4e9-3697-4831-b62e-ddb83d7d469d;Capitán de barco pesquero/Capitana de barco pesquero
3359_715b902f-b1b6-4366-afc6-ddb8ab715229;Inspector agropecuario/Inspectora agropecuaria
2635_95d0a616-a4a9-4f56-a8fb-4de43cdb4c82;Trabajador social de apoyo a las familias/Trabajadora social de apoyo a las familias
5164_62204bd8-98b5-418f-b189-7333904cbde7;Responsable de sección de zoológico
1324_98ad0008-13d9-4e9b-94bf-4f4a5faae764;Director de operaciones ferroviarias/Directora de operaciones ferroviarias
3122_518348e6-0095-4f37-ad46-5ef1b8b5ee2f;Jefe de equipo en instalaciones para fabricar productos textiles
1439_6aef7360-8c4a-4e1a-a402-b1e207101dc8;Gerente de camping
2151_f1b89616-5dfe-40d4-8b02-58a6982b1a01;Ingeniero de subestaciones/Ingeniera de subestaciones
3323_c3dc576e-2a58-4481-9b6f-9853067af8ea;Negociante de madera
3123_2ea3070e-3d0b-4de6-b5bd-fe4a04649b04;Supervisor de estructuras de andamios/Supervisora de estructuras de andamios
7215_8c778238-98a4-4fec-a828-a4e978fb7a64;Montador de carpas/Montadora de carpas
2359_ec5b72d1-0206-4179-9abd-570c66bc44b9;Diseñador y desarrollador de la enseñanza en línea/Diseñadora y desarrolladora de la enseñanza en línea
1431_080fc550-b7ca-4576-aaf5-06fffbede994;Gerente de centro termal
2642_d372b694-041a-4978-bd81-efbb763ee70d;Periodista especializado en delitos/Periodista especializada en delitos
3253_c7ad889f-10fc-4346-b740-bd479ad82b47;Trabajador social en educación sanitaria y promoción de la salud/Trabajadora social en educación sanitaria y promoción de la salud
1420_814205e9-8bd1-4653-bdbc-fd2f9e9a8225;Gerente de tienda de cocinas y baños
5131_2d92f7f5-d2b1-4223-92c4-23c33f8604fc;Sumiller de vino
2166_c995fe34-0909-4ce3-b7b7-97945efede56;Diseñador de vídeo/Diseñadora de vídeo
3118_defbf906-e823-44b4-872f-99406c51022b;Técnico en diseño de instalaciones de climatización/Técnica en diseño de instalaciones de climatización
8122_4b6b09e6-e1f6-46d8-b16a-d3522c367983;Operador de pulidora cilíndrica/Operadora de pulidora cilíndrica
2431_586fe133-1987-41f4-b89a-f39d4bc58e1e;Director de la estrategia de la empresa para ventas on line/Directora de la estrategia de la empresa para ventas on line
8181_5f617498-da0d-454a-9658-5e02d28a4bd7;Moldeador de loza y porcelana/Moldeadora de loza y porcelana
2149_4daee8bd-8400-4da6-ba52-30d4c193d1a9;Ingeniero especializado en infraestructuras aeroportuarias/Ingeniera especializada en infraestructuras aeroportuarias
2166_4f2f2539-3e38-4393-9dac-a9a48af7cd32;Director de reparto/Directora de reparto
2152_92bb3d8c-8a9f-4cd7-80ec-247bbf173004;Ingeniero especializado en equipos informáticos/Ingeniera especializada en equipos informáticos
5132_2f5e38a0-6578-4665-bdbd-e2ab505be140;Barman
2153_c5d36eef-df20-47a8-a332-5b4358fa83e3;Analista de telecomunicaciones
9216_aa0fd823-2f45-41c8-a3c6-97d97885e455;Operario de acuicultura con base en el agua/Operaria de acuicultura con base en el agua
2165_2561879a-dd0a-454e-ae6e-9be6c488eb56;Técnico del catastro/Técnica del catastro
8172_218e30f0-bd6c-4120-99ba-9a90665a314f;Operador de máquina cortadora de chapas de madera/Operadora de máquina cortadora de chapas de madera
7531_d2078576-9c43-40f7-bf52-356f53d650fd;Clasificador de peletería/Clasificadora de peletería
2266_c4d6d07a-ae90-40ce-bc5a-c952805a9bf3;Audiólogo/Audióloga
2166_8a451ae2-3c31-4f35-90af-6275b1b02f93;Director de escena/Directora de escena
1345_d23f4d59-2bea-4bd8-bcdb-5e23b1c50552;Coordinador de programación educativa/Coordinadora de programación educativa
8160_1e3c569b-e7ef-46b4-943a-2768a9969961;Operario de fábrica de cerveza/Operaria de fábrica de cerveza
2422_5fe1b340-9b02-4c40-bbc9-ffd4d5fb5699;Responsable de políticas culturales
7536_15419750-d6e6-4ab8-a77b-b42794f2e168;Técnico en calzado ortopédico/Técnica en calzado ortopédico
8212_6565dc02-14e4-4819-b99c-44c352000f43;Montador de equipos electrónicos/Montadora de equipos electrónicos
3119_45f8504d-24ac-4bcd-8692-a93acc74204c;Técnico de laboratorio para el control de calidad de artículos de piel y cuero/Técnica de laboratorio para el control de calidad de artículos de piel y cuero
2342_8befd482-70e2-4d1e-8a09-091e15fe85c3;Profesor de colegio Freinet/Profesora de colegio Freinet
7133_a632fb74-ef49-4f4a-9777-b7df54a0f897;Operario de limpieza exterior de edificios/Operaria de limpieza exterior de edificios
3114_27811419-407f-4868-a388-2f7df7aafd91;Ingeniero técnico en electrónica/Ingeniera técnica en electrónica
2643_1a07bd7d-2e1d-4930-a84a-1a442b8f2a44;Traductor/Traductora
2529_0464b062-cea6-4164-b10d-956c61956ae7;Administrador de seguridad de TIC/Administradora de seguridad de TIC
5142_5dd01019-3999-4d90-bc8a-7a04b0b208b0;Diseñador capilar y de maquillaje/Diseñadora capilar y de maquillaje
2356_4588cd69-e6a5-4668-94c7-f02a3d86a649;Profesor de alfabetización digital/Profesora de alfabetización digital
3344_0;Secretario médico/Secretaria médica
3411_5e175ee2-6b07-4f1d-8f5e-962c36ab7bb6;Auxiliar judicial
2619_666846b2-01ce-43f6-8cb7-f3be09fac4a2;Defensor del pueblo/Defensora del pueblo
7543_a464015d-a622-44aa-a4fe-bf01e412e120;Inspector de construcción naval/Inspectora de construcción naval
2320_591d1758-3036-407a-91f7-e0e1f5c9deea;Profesor de formación profesional en electrónica y automatización/Profesora de formación profesional en electrónica y automatización
3322_14031d4a-6e99-442f-b4fe-18262b6432b2;Representante comercial
2514_2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c;Desarrollador de aplicaciones móviles/Desarrolladora de aplicaciones móviles
2621_691d30cc-6b2c-4025-89b4-3e719fe664c7;Comisario de exposiciones/Comisaria de exposiciones
1349_2c8a4b72-21f4-4ab1-9dbd-1cae779211b7;Director de galería de arte/Directora de galería de arte
1349_44ec4c04-c2d4-4b92-bb27-e56f5b096d97;Director de seguridad aérea/Directora de seguridad aérea
3323_bb95ef58-9139-4967-bfc1-da8386a4e672;Comprador de TIC/Compradora de TIC
1324_e04bca7b-c0c7-454d-9d15-dfb64a30dc0a;Director de distribución de equipos y maquinaria agrÍicolas
1324_12142c2c-9b6f-4e4f-8153-f1a51554e4e0;Director de importación y exportación de maquinaria, equipos industriales, buques y aeronaves/Directora de importación y exportación de maquinaria, equipos industriales, buques y aeronaves
2264_006cc1f9-2841-41c3-991a-dc3f2f3bd533;Fisioterapeuta
2359_3d0f86c1-9bdd-4e84-bc62-93a716128c8d;Tutor de apoyo al aprendizaje/Tutora de apoyo al aprendizaje
2142_9740933e-e04a-41f6-af1f-a6d58c7eb0ec;Ingeniero aguas residuales y saneamiento/ingeniera en aguas residuales y saneamiento
2519_7086d0ca-1e77-4690-89c9-7ed1a0478fa3;Especialista en calidad de datos
4110_6c999fc7-c6b7-4ef3-a4b9-af124a1783a2;Empleado de oficina/Empleada de oficina
1349_a05d0a6d-7b60-445a-8dcb-282c7d5a6852;Jefe del cuerpo de bomberos/Jefa del cuerpo de bomberos
2310_920c22e1-10a1-4afa-86b3-c43da8488391;Profesor universitario de trabajo social/Profesora universitaria de trabajo social
2149_c8fa93eb-7c2c-42c3-b135-c2e825a6615e;Ingeniero de pruebas/Ingeniera de pruebas
7533_7324e9f5-0f94-497e-af2f-42142e939a94;Bordador/Bordadora
5249_f874980a-e08f-4a58-bc21-2ff3cf472ec5;Representante de servicio de alquiler de automóviles y vehículos ligeros
2264_5beafebe-9211-4b3a-adf1-6161097a3975;Fisioterapeuta de animales
4321_30870ea4-5e8e-4b92-a9d5-65e3b97a9b30;Encargado de almacén de materias primas/Encargada de almacén de materias primas
8160_7309ab2d-e2ba-4ccb-b658-6b0a8bd8c4eb;Operario de horno de malta/Operaria de horno de malta
1344_c18fddf5-cfc4-4f9c-94d6-86608faaa1dd;Director de servicios sociales/Directora de servicios sociales
3259_a7198837-139d-49c7-8fd0-eb8d8c1ee844;Osteópata
9214_a10eb17a-3c78-4f7a-a1da-8f31146339d3;Peón de jardinería/Peona de jardinería
2511_2bef94db-0088-4507-982a-2ca717529adb;Ingeniero en arquitectura empresarial/Ingeniera en arquitectura empresarial
1213_4f49df98-98b8-4a9e-98ad-9c5557817eba;Director de planificación estratégica/Directora de planificación estratégica
1223_9f508305-80ce-4111-8722-f2c9b4a44890;Director de productos/Directora de productos
3312_b3ce981c-5b32-4de2-8e53-502a6357b2bc;Analista de riesgo crediticio
7532_760ad7dd-f29d-4e4d-be1f-15100550ab80;Patronista textil mediante diseño asistido por ordenador
5311_3f74aad8-2d60-4be2-b059-8dba5568d530;Cuidador infantil de día/Cuidadora infantil de día
3112_326027fc-5408-47cd-9b32-fbe770dbbe80;Especialista en control y aseguramiento de la calidad en la construcción
1420_b66eb697-e65d-4bbb-b51c-d847f6875f1a;Gerente de tienda de artesanía
3154_b0473a10-e3de-480c-a841-171f2356a074;Inspector de aviación/Inspectora de aviación
2310_be3c021d-bd93-45a0-ad32-e8fa8e0d17ef;Profesor universitario de lenguas modernas/Profesora universitaria de lenguas modernas
8114_2fa8c1fc-e722-4985-9822-f5d8174248cf;Operador de fábrica de asfalto/Operadora de fábrica de asfalto
8322_976f752c-5f10-42ca-84fb-89aa529af04f;Conductor de servicios de transporte de enfermos/Conductora de servicios de transporte de enfermos
2320_93f61216-b9c8-4051-bb1e-32839c1566c1;Profesor de formación profesional en peluquería/Profesora de formación profesional en peluquería
2330_80ec8f3e-2cda-4ea6-a382-ece99589ccdd;Profesor de arte en educación secundaria/Profesora de arte en educación secundaria
1411_02e19186-458f-40eb-9e78-31c656d12ac7;Director del área de alojamiento/Directora del área de alojamiento
7126_75f4c7aa-019f-4545-9ce1-2d163fe78580;Operario de mantenimiento de tuberías/Operaria de mantenimiento de tuberías
3412_4edbde9f-218e-49c7-812f-c45262fb4128;Trabajador de apoyo en alojamiento/Trabajadora de apoyo en alojamiento
2422_5d601b40-7e0e-404e-bbff-bb98e147437c;Responsable de políticas de justicia
7321_f5596182-70b2-4c18-97ab-f9405bae0385;Técnico en serigrafía/Técnica en serigrafía
8142_6e18b923-7c5f-42d7-8ff0-de8d8ba30dbf;Operador de máquinas de conformación de plástico por vacío/Operadora de máquinas de conformación de plástico por vacío
3423_6e298596-882b-4687-a0cf-3eb37f8fd328;Coordinador de actividades al aire libre/Coordinadora de actividades al aire libre
8312_c92a4851-9418-4fb5-8201-c7e03cc2b6e2;Semaforista de paso a nivel de ferrocarriles
5131_985400a7-362f-4f91-941a-2e149d94ac2a;Sumiller de cerveza
2643_0;Traductores, intérpretes y lingüistas
7313_103aaf7a-48da-4e25-99fc-5cf1ee1388b1;Filigranista
7515_dc3cc282-488d-4d8f-be80-191c6b521823;Maestro maltero/Maestra maltera
7523_3bdf6206-e952-4177-a17b-2a03bfee2144;Lijador de madera/Lijadora de madera
8112_bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8;Operador de trituradora de minerales/Operadora de trituradora de minerales
2152_4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab;Ingeniero en sensórica/Ingeniera en sensórica
2355_46db7e2e-d44d-412a-9a80-02d43111aca8;Profesor de fotografía/Profesora de fotografía
2635_90569478-805c-4d14-a1ba-e9c9c4ac2818;Agente de asistencia a víctimas
1321_0368c4d4-94cf-4168-a84d-283a25880e0d;Director de producción de metales/Directora de producción de metales
1431_49ca9fe4-4513-4657-b27f-eaad11e6158a;Gerente de administración de lotería
1420_574f46e2-e48d-4cde-a7b1-877004ea4c52;Gerente de tienda de ferretería y pintura
7212_2ff73126-7aff-4233-9d9c-d8725e1c6822;Soldador de tuberías/Soldadora de tuberías
5113_7c5e4ca1-e8be-4297-9014-509d5ba57210;Monitor de zoológico/Monitora de zoológico
3421_082c234c-0dda-490a-b5af-757c3e48da90;Atleta profesional
8143_27f92adf-1384-4c01-8ad0-1680ead6abf9;Operador de guillotina de papel/Operadora de guillotina de papel
2412_de99886e-59e3-432d-ba53-9652dbe378d6;Director de financiación de programas/Directora de financiación de programas
2511_cdd3d773-75a4-4f35-bd1d-1ac720afcf9d;Auditor informático/Auditora informática
5113_b476f45f-2c79-44d5-a4d7-fa357aa83074;Guía de turismo
3254_1084e2d6-b153-4090-8065-c9231f71d4f0;Técnico en optometría/Técnica en optometría
3435_9ac10bde-93a0-4570-afc2-e2b6cf46d8d2;Técnico de iluminación/Técnica de iluminación
2422_4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03;Agente de inteligencia
3142_ac036ea7-883a-4265-96d5-c02bbe6667e1;Supervisor de establecimiento de acuicultura/Supervisora de establecimiento de acuicultura
7212_97dadd59-d1cb-4fef-81a7-d92eb15572e2;Operador de soldadura por puntos/Operadora de soldadura por puntos
2421_6a29d804-f775-446c-bec7-35fc4e28ac97;Consultor empresarial/Consultora empresarial
2651_c05090e2-d599-46c8-a47b-3d52a893ca55;Fabricante de máscaras
3118_c52129d9-4656-4ce8-ba13-8a72a51d5400;Ingeniero técnico en desarrollo de productos especializado en diseño/Ingeniera técnica en desarrollo de productos especializada en diseño
2310_9766cc19-5a64-4b3c-a741-71561285a419;Profesor universitario de antropología/Profesora universitaria de antropología
3412_4c89c65c-4e35-44e3-8fa0-5d73e9e15325;Trabajador de apoyo a las familias/Trabajadora de apoyo a las familias
1324_3530b443-d2bf-4741-b771-12c77e7c6232;Distribuidor cinematográfico/Distribuidora cinematográfica
9629_e16e4cb0-6f7d-4bf9-8f90-d1d866ad229b;Empleado de lavandería/Empleada de lavandería
2144_b3855886-bfee-4fd9-827e-2a0b6b4b4441;Ingeniero de minas especialista en ventilación/Ingeniera de minas especialista en ventilación
7231_b8db7ef4-4057-4e88-8e2a-105b4b59fb67;Técnico en sistemas de frenado, suspensión y dirección de automóviles/Técnica en sistemas de frenado, suspensión y dirección de automóviles
7121_b4c6d1b0-929e-48be-9f67-47bd8c30658b;Albañil de tejados y cubiertas
8332_1e9e18cb-80b6-4598-acdb-ae3b51047720;Operador de repostaje de aeronaves/Operadora de repostaje de aeronaves
3324_6e6b62d7-4c9c-482a-9d59-7e20de0d8527;Mayorista de maquinaria para la industria textil
8160_0fdc5efb-d38e-4019-bede-0ce55404549d;Operario/operaria de máquina de fabricación de dulces
9129_1f31c047-3d72-45fe-83ff-91bd826913c6;Operario de limpieza de alcantarillado/Operaria de limpieza de alcantarillado
8153_53d55c80-6a82-4187-b59f-b737aa4cdaab;Operador de máquinas de coser piel y cuero/Operadora de máquinas de coser piel y cuero
3435_e4fca489-4c79-4392-874f-9ea1051c05c8;Extra
8342_cae71f3f-ad4d-480e-b501-bff22827e60c;Operador de buldócer/Operadora de buldócer
7543_c0a35355-be44-44c0-82d2-acf8363ed45e;Inspector de control de calidad de productos metálicos/Inspectora de control de calidad de productos metálicos
2151_58db3ac6-5217-4d46-8a4c-126598be1d13;Ingeniero especializado en generación de energía eléctrica/Ingeniera especializada en generación de energía eléctrica
2310_54361270-bc5e-40fb-8f84-a0023a85cdf7;Profesor de bellas artes/Profesora de bellas artes
3240_99ebf2c2-1811-4c77-b2e6-7008cba29ea0;Técnico veterinario/Técnica veterinaria
1112_0752ed49-03e7-4d75-8314-a051b3771a1d;Personal directivo de la administración pública
